132	我想问一下我的积分是什么时候过期呢？	QUERY
133	想问一下，优惠经济舱和标准经济舱有什么区别呢	QUERY
134	在线客服你能否介绍下	QUERY
135	我要注册，提示要VIN这是什么	QUERY
136	什么是不计免赔险	QUERY
137	提示什么买不了	QUERY
138	出厂都这样吗？	QUERY
139	乳清蛋白粉和植物蛋白粉哪种吸收好	QUERY
140	请问密码是几位？	QUERY
141	如果现在退票，只能退回50%的票款？	QUERY
142	国庆节去桂林哪里好玩	QUERY
143	请问怎样理解在线客服	QUERY
144	不是都说，需要向400电话先报修吗	QUERY
145	啥叫信息核对	QUERY
146	车辆熄火或怠速时，排气管有响声是何原因	QUERY
147	您好，我想问下，金鹏会员可以积分兑换历程吗？	QUERY
148	车是你们厂家生产的，怎么什么都问维修站？	QUERY
149	您好，请提供婴儿票号，姓名，几月几号哪飞哪的航班。	QUERY
150	国际有在线客服吗	QUERY
151	江苏太仓市哪里有服务站	QUERY
152	凯翼c3大架子号在什么地方	QUERY
153	用户名是你说的那个？	QUERY
154	请问hainanairlines是你们的网站吗	QUERY
155	你能告诉我解决这些问题一个大概时间吗。	QUERY
156	老年人适合哪种蛋白粉	QUERY
157	你们上海大众什么都不管都问经销商去，那经销商不做了那是不是就没有人为我们处理了？	QUERY
158	外国客户无法使用支付宝付款怎么办？外国人怎么支付	QUERY
159	你们正常的时间是多久？	QUERY
160	斯珂达明锐维修油漆费用怎么这么收费	QUERY
161	什么时候给回复	QUERY
162	什么配置都是10000吗	QUERY
163	请问我是凯翼∨3车主，凯翼v3的后保险杠换要多少钱，谢谢！	QUERY
164	维骨力如何帮助缓解关节不适	QUERY
165	新车是否需要做底盘装甲或安装发动机护板	QUERY
166	我想知道是不是有个16款和16款改款两款	QUERY
167	陈方旗是普通会员卡么	QUERY
168	车辆倒车灯、雾灯的灯泡/灯罩是否颜色相同？	QUERY
169	航班是提供餐食的吗	QUERY
170	我想要尊行版的用户手册或电子说明书	QUERY
171	你好，我不知道自己金鹏卡号是多少？	QUERY
172	我购买了什么时候都可以用是吧	QUERY
173	车辆《保养及保修手册》遗失或损坏，如何处理	QUERY
174	你们是否标配还用看车吗	QUERY
175	请问是风尚版还是舒适版	QUERY
176	你是哪里订票的，	QUERY
177	我想请问一下，优惠经济舱和标准经济舱有什么区别	QUERY
178	整车质保意思是整个车不管是什么部件都保？	QUERY
179	怎样成为银牌分销商？	QUERY
180	电瓶一般两三年是没问题的，怎么会这样	QUERY
181	我要买防滑链	QUERY
182	凯翼c3的轮胎多少钱一个	QUERY
183	您好，明锐是不是出了2017款	QUERY
184	我今年五月买的车不管什么车型都没有补贴吗？	QUERY
185	你好我想请问一下，我刚才在你们官网买国际机票的时候，把目的地信息填错了，请问这有没有影响呢	QUERY
186	这个是什么情况	QUERY
187	您好，机票是通过海航官方网站购买的吗。	QUERY
188	另外，这一个支付不是你们自已的平台支付吗	QUERY
189	外国客户无法使用支付宝付款怎么办？外国人怎么支付？	QUERY
190	仪表盘出现扳手图案是什么意思	QUERY
191	为什么我在4S店说什么都没	QUERY
192	除了４Ｓ店，你们上海大众就什么都不管了是么？	QUERY
193	什么时候能反馈下来	QUERY
194	凯翼X3便宜多少钱	QUERY
195	那其他店什么品牌车都做的，也有polo埋，也有你们授权的吗	QUERY
196	老年人适合哪种蛋白粉？	QUERY
197	标准经济舱和灵活经济舱的区别是什么？	QUERY
198	有电商渠道吗	QUERY
199	那保养周期是多少。	QUERY
200	我就想问下正常不正常	QUERY
201	这个车是13年款对吧	QUERY
202	它和16款是什么区别	QUERY
203	桂林日月双塔文化公阔几点关门？	QUERY
204	你知道在线客服吗	QUERY
205	如何使轿车/商务车的空调达到最佳制冷效果	QUERY
206	能发一下5座和6座的照片吗	QUERY
207	我是2015年6年买的,现在发动时车头有抖动的响声,请问在保修时间内吗	QUERY
208	详细图片能发过来吗？	QUERY
209	您的票付款了吗.	QUERY
210	介休有几家4s店	QUERY
211	您好，请问我的金鹏卡有7000积分，能购买机票吗？	QUERY
212	你好,我是2011年产NEW POLO1.4,请问属于劲情还是劲取,还是什么都不是	QUERY
213	车辆停车后挂入P档，顾客下车后车门自动上锁是什么原因？	QUERY
214	要身份证号有用？	QUERY
215	我刚才打电话打不通？有网上服务吗	QUERY
216	问一下这个CC现在多少钱？什么配置的都有	QUERY
217	自己弄不了吗	QUERY
218	X3高品质主要是体现在那几个方面	QUERY
219	7013航班140元的那个，还有多少张票	QUERY
220	2017款明锐上市了吗？	QUERY
221	自带的屏是多大的	QUERY
222	你的家在哪呢	QUERY
223	清洗节气门在发动机的保修范围吗	QUERY
224	什么都要问经销商你们送不送还要经销商说了算吗	QUERY
225	蔓越莓精华怎么吃	QUERY
226	请你查询下我的机票信息	QUERY
227	车友汇生活商城里面有一个登陆密码是什么	QUERY
228	你看这个情况正常不正常	QUERY
229	桑塔纳尚纳新车什么都弄好一共要多少钱？	QUERY
230	该车型有没有此功能。	QUERY
231	个人可以消除它吗	QUERY
232	购买跨境产品为什么看不到物流情况	QUERY
233	别克保养周期（何时更换机油和机滤？）	QUERY
234	什么是三滤？什么时候应该更换三滤？	QUERY
235	没有官方价格吗？	QUERY
236	你的同事，到现在还没有提交吗	QUERY
237	如何正确牵引车辆（拖车）	QUERY
238	车辆提示制动液液位低，是否还能行驶	QUERY
239	我要升级车载地图	QUERY
240	你们老板好不好	QUERY
241	比如我叫张磊应该是LEI/ZHANG吗？	QUERY
242	请问谷氨酰胺有什么作用	QUERY
243	请告知你们公司的地址和联系方式。	QUERY
244	如一个箱的长为80cm，宽为30cm，高为15cm，它的三边和为125cm吗	QUERY
245	桂林火野神境自驾游路线?	QUERY
246	进口发动机（变速箱）是原装进口的？还是进口组装的？哪些零件是进口的	QUERY
247	你们有所有车系的网址链接吗	QUERY
248	我定的国际机票，怎么积分	QUERY
249	需要提前预约么？	QUERY
250	车辆放在维修站维修，维修站是否应该提供代步车（备用车）或者额外补偿？	QUERY
251	我想确认一下我的机票	QUERY
252	你好，我想问下退票完后多长时间钱可以到账	QUERY
253	车辆放在维修站维修，维修站是否应该提供代步车（备用车）或者额外补偿	QUERY
254	咱们公司的邮箱是多少呢我可发送一份我们公司的招商其策划书给贵公司可以吗	QUERY
255	你好，我想订国际航班机票有学生票吗	QUERY
256	网上不是说才7点几个油耗吗？	QUERY
257	请问是进不了支付页面还是进去了支付不成功.	QUERY
258	桂林日月双塔文化公阔几点关门	QUERY
259	多少钱一公里	QUERY
260	桂林漓江剧院演出节目介绍？	QUERY
261	你给谁打工	QUERY
262	正月里不是放假了么	QUERY
263	索赔维修和付费维修之后，维修站分别提供哪些单据，有何区别	QUERY
264	顾客询问水箱开锅了，如何处理？	QUERY
265	大约什么时候可以搞好	QUERY
266	整箱的白酒是否能托运	QUERY
267	初始密码是多少	QUERY
268	请问乳清蛋白粉跟水解分离乳清蛋白粉有什么区别	QUERY
269	购买后怎么没收到佣金？什么时候收到佣金	QUERY
270	贷款需要哪些手续。	QUERY
271	经销商大概什么时候能有车？	QUERY
272	请提供姓名以及回复电话，	QUERY
273	你们凭什么这样对待消费者	QUERY
274	在哪设置？	QUERY
275	这个跟IP有关系吗？	QUERY
276	分销商级别是永久的吗?	QUERY
277	为什么在线查询经销商什么都查不到的？	QUERY
278	自动档的车在D档熄火后应如何操作才能再起动车辆?	QUERY
279	你好，请问身份证过期可以办理登机手续吗	QUERY
280	在官网升级费用多少	QUERY
281	帮我查下航班动态	QUERY
282	是全部输入还是后六位啊？	QUERY
283	我这个50优惠券怎么使用？	QUERY
284	哦，哪些车型有这种功能？	QUERY
285	方向盘是更换为三幅的对吗？	QUERY
286	已给反映了吗？	QUERY
287	就是想问下推迟一段时间可以吗	QUERY
288	车辆要添加/更换转向助力油，维修站给我用了自动档变速箱油，是否可以？	QUERY
289	她说合格证还在银行，说拿去抵押了，什么意思啊	QUERY
290	我想查询以前的机票信息	QUERY
291	到海航售票处直接就可以买保险吗？	QUERY
292	您好，我前几天买了大众途观，说双十一99元买儿童座椅，我付了钱后怎么什么反应都没有？	QUERY
293	X3首保时间是何时	QUERY
294	北京北亚合众是大众的4s店吗？	QUERY
295	请问便利经济舱和标准经济舱有什么区别呀	QUERY
296	显示屏里面出现一个“一本打开的书里有个倒着感叹号（英文字母：i）”是什么故障灯？	QUERY
297	我想订下我航班的座位	QUERY
298	车辆去特约维修站做检修，维修站是否提供工单	QUERY
299	哦，买车款，能充当积分吗	QUERY
300	请问什么原因导致舱位不开放	QUERY
301	x3大灯灯泡型号多少	QUERY
302	后背箱盖上面什么条码都没有吗？	QUERY
303	你看看我第一次投诉是什么时间。	QUERY
304	不分什么车系，都这样吗？	QUERY
305	在退票时如何选择退票的原因	QUERY
306	我问的是有无倒车影像	QUERY
307	全价经济舱和商务畅行有什么区别	QUERY
308	不知道你们什么时候能给我答复？	QUERY
309	请问江苏扬州高邮市有4S店吗	QUERY
310	开始保养大概要花多长时间	QUERY
311	你好，车子保养要预约吗	QUERY
312	怎么到现在还没发货	QUERY
313	冷却液液位高于最高刻度线，对车辆是否有影响	QUERY
314	这是真的还是假的	QUERY
315	这个是新款，对吧	QUERY
316	那这个轮胎用起来不是没得安全感？	QUERY
317	这个不是奇瑞的售后吗？	QUERY
318	现在可以登陆了，请问怎么办理E金币转换	QUERY
319	请提供证件号	QUERY
320	我想预定一张机票	QUERY
321	请您具体说一下问题	QUERY
322	我想问下在阿里旅行订海航旗舰店的机票和在官网订是一样的么	QUERY
323	徐哟预定儿童餐，但系统总出错怎么办	QUERY
324	我看到条款里除了这个还有一个是自理行李，这个是单独的？	QUERY
325	现在大众汽车的价格是多少	QUERY
326	朗逸上市是在什么时候	QUERY
327	金鹏卡忘记了怎么找到啊	QUERY
328	麻烦我问下首保多少钱呢，第二次保养又是多少钱	QUERY
329	儿童退票多少手续费	QUERY
330	请问这是什么标志我需要一个合理的解释	QUERY
331	但是我的订单已经到了支付状态，这样可以继续吗	QUERY
332	那什么时候可以退回来，	QUERY
333	我就问一下换机油螺丝是不是每次保养必须更换	QUERY
334	加急有什么用	QUERY
335	到什么地区都可以做首保吧？	QUERY
336	你好我的金鹏卡号忘记了怎么办	QUERY
337	请问活动内容是什么？	QUERY
338	桂林七星公园景E门票多少钱？	QUERY
339	想问一下，请问发票可以邮寄吗？	QUERY
340	亲，在白云机场哪个位置可以取行程单吗？	QUERY
341	为啥我的信息被骗子掌握了	QUERY
342	手机映射有啥用？	QUERY
343	你能否告知现在大众汽车的价格	QUERY
344	那这个空客333，是三排座还是什么呢	QUERY
345	凯翼c3换什么机油合适	QUERY
346	我就想问问,速派有没有6速双离合。	QUERY
347	不能用这个查吗	QUERY
348	价格是否和网站一致？	QUERY
349	南溪山坐车怎么去？	QUERY
350	我来询问我是否能在4S店看到16款的夏朗	QUERY
351	请问手机蓝牙与车载蓝牙有连接上吗？	QUERY
352	C3R是否还有其他优惠	QUERY
353	我的凯翼c3自动挡故障灯出现个扳手是啥原因	QUERY
354	行车记录仪的画面能不能显示在这个上面？	QUERY
355	何为“定速巡航”	QUERY
356	手动空调与自动恒温空调的区别？	QUERY
357	要身份证号有用吗	QUERY
358	上传到车商城是吗	QUERY
359	车型poio开多少公里换机油？	QUERY
360	我想改回程日期	QUERY
361	外观和内饰不是有所改动吗	QUERY
362	我想问一下，在换档时，是不是一定要踩住剎车	QUERY
363	车辆设置的怠速数据是否可以调整	QUERY
364	我想改一下航班	QUERY
365	这家是什么牌子都卖么	QUERY
366	其他停产的都不卖了，是吗	QUERY
367	想咨询一下航班信息	QUERY
368	为什么还是不能给我通过呢，我很是费解	QUERY
369	你的同事，到现在还没有提交吗？	QUERY
370	请问是电瓶没电了吗	QUERY
371	凯翼C3导航有新版了吗	QUERY
372	这个是什么时候给我注册的呀	QUERY
373	更新一下多少费用	QUERY
374	广西桂林七星公园团购多少钱？	QUERY
375	加热外后视镜如何开启	QUERY
376	你们是不是在忽悠消费者	QUERY
377	如何办理登机手续	QUERY
378	提前一天有时间限制吗	QUERY
379	如果要取消鲁怡轩儿童的值机，请提供当时办理值机的验证码	QUERY
380	怎么查询是哪一间保险公司和订单号的	QUERY
381	导航的语音播报是否会同收音机/CD正在播放的音乐重叠？	QUERY
382	菠萝GTI2016年是不是停产了	QUERY
383	我忘记我的金鹏卡号，怎么能知道是多少？	QUERY
384	请问hu7754什么时候可以在网上选座呢	QUERY
385	这样填地址不行吗	QUERY
386	5000公里或6个月内什么时间都可以去保养吗	QUERY
387	胎压报警灯亮，但检查胎压正常。何故	QUERY
388	哪个同志是SARA	QUERY
389	车型poio开多少公里换机油	QUERY
390	你知道哪个优惠大吗	QUERY
391	凯翼x3配置报警器么	QUERY
392	为什么在线查询经销商什么都查不到的	QUERY
393	保修期内，维修站要求顾客出具在外保养证明（或其它文件）才可以申请索赔，是否有此规定？	QUERY
394	朗逸，1.6L能享受国家节能补贴吗？	QUERY
395	需要续服用多长时间?	QUERY
396	不是说老客户推荐可获得3000积分么	QUERY
397	您能告诉我一下如何办理吗，我记一下操作步骤	QUERY
398	您好我想问下航海货运的费用	QUERY
399	开一家4S店都需要准备什么，都有什么条件	QUERY
400	车辆熄火后，除P档外，其他档位是否能将点火钥匙拔出，这样的操作对车辆是否有影响？具体会有什么影响	QUERY
401	为什么买了一个月都还不能上牌呢	QUERY
